EmployeeID,Age,LengthOfService,Retired,DistanceFromHome,EngagementScore,SatisfactionScore,SalaryLastYear,SalaryThisYear,SalaryHikeSinceLastYear
58,51,6.8,False,47.0,4.7,4.5,107460000.0,125140000.0,0.1645
59,27,24.8,True,25.3,4.7,2.4,121850000.0,126970000.0,0.042
60,53,9.1,False,20.5,3.5,3.7,185020000.0,199600000.0,0.0788
61,31,3.8,False,40.5,3.5,1.1,164150000.0,174540000.0,0.0633
62,48,9.2,False,41.8,2.6,3.8,101200000.0,109300000.0,0.08
63,32,27.4,True,16.6,4.0,2.3,149370000.0,153870000.0,0.0301
64,25,32.5,False,34.7,3.1,1.2,125520000.0,138160000.0,0.1007
65,31,31.5,False,38.6,3.7,3.4,108630000.0,126050000.0,0.1604
66,40,15.1,False,32.7,2.7,2.0,54620000.0,59440000.0,0.0882
67,38,25.4,False,7.6,3.9,2.5,103510000.0,113670000.0,0.0982
68,33,7.8,False,43.8,4.3,1.3,64250000.0,75160000.0,0.1698
69,35,11.1,False,27.0,1.6,1.6,184670000.0,210750000.0,0.1412
70,41,34.1,False,14.1,4.3,2.2,80370000.0,88250000.0,0.098
71,43,0.5,False,21.3,3.2,1.4,191410000.0,201280000.0,0.0516
72,42,3.2,False,1.9,4.4,4.6,115950000.0,136470000.0,0.177
73,46,7.9,False,6.4,2.7,1.0,133680000.0,149110000.0,0.1154
74,32,1.0,True,38.3,2.5,2.9,117730000.0,122940000.0,0.0443
75,18,6.9,False,0.0,4.7,1.5,43290000.0,45620000.0,0.0538
76,42,22.2,True,20.8,2.0,2.2,87650000.0,101730000.0,0.1606
77,24,16.0,False,26.1,4.4,4.7,37850000.0,38180000.0,0.0087
78,26,33.9,False,2.7,2.9,1.6,132130000.0,158350000.0,0.1984
79,41,31.1,False,48.7,3.1,4.9,100440000.0,103060000.0,0.0261
80,18,13.0,False,11.3,2.2,1.8,160040000.0,185520000.0,0.1592
81,25,9.9,False,15.2,3.3,4.0,59680000.0,64390000.0,0.0789
82,41,14.4,False,15.2,2.3,3.2,49620000.0,54500000.0,0.0983
83,28,22.4,False,11.5,1.2,4.5,93140000.0,109540000.0,0.1761
84,34,10.2,False,0.1,2.1,3.2,186790000.0,202220000.0,0.0826
85,25,23.7,False,36.5,1.0,3.1,147880000.0,163780000.0,0.1075
86,52,15.6,False,48.3,4.9,1.8,95410000.0,96350000.0,0.0099
87,52,21.0,False,11.2,4.9,1.7,113110000.0,113160000.0,0.0004
88,50,16.6,False,33.2,2.6,4.7,35160000.0,36880000.0,0.0489
89,22,11.2,False,37.1,3.9,2.3,197220000.0,224060000.0,0.1361
90,56,36.0,False,42.4,2.4,2.5,139950000.0,143340000.0,0.0242
91,45,29.0,False,21.1,3.7,4.0,71370000.0,72990000.0,0.0227
92,24,5.3,False,15.1,4.2,2.4,125450000.0,135760000.0,0.0822
93,26,33.0,False,16.3,4.8,4.8,39710000.0,44860000.0,0.1297
94,25,18.5,True,35.6,2.6,4.0,193850000.0,221460000.0,0.1424
95,29,34.0,False,40.8,4.1,3.4,51460000.0,53300000.0,0.0358
96,51,30.4,False,9.1,2.1,4.5,136650000.0,138830000.0,0.016
97,50,16.2,False,18.5,5.0,1.2,64180000.0,76250000.0,0.1881
98,40,0.9,True,45.1,1.1,2.0,149160000.0,156940000.0,0.0522
99,41,10.2,False,40.3,3.4,2.9,159830000.0,187110000.0,0.1707
100,54,20.6,False,49.2,3.6,1.9,141220000.0,165610000.0,0.1727
101,52,24.1,False,37.7,3.8,4.0,130610000.0,150790000.0,0.1545
102,39,9.8,True,19.7,1.5,4.7,180640000.0,186740000.0,0.0338
103,44,5.3,False,29.5,4.8,2.7,34150000.0,39760000.0,0.1643
104,52,31.7,False,33.1,1.7,2.4,79560000.0,91800000.0,0.1538
105,18,37.4,False,3.9,3.5,4.8,64690000.0,72410000.0,0.1193
106,52,20.0,False,27.2,1.9,2.8,197840000.0,211180000.0,0.0674
107,54,6.5,False,35.5,2.2,3.0,90090000.0,94820000.0,0.0525
108,31,10.3,False,8.4,3.2,2.4,151870000.0,155570000.0,0.0244
109,20,0.7,False,39.0,2.7,4.6,143250000.0,157850000.0,0.1019
110,18,34.7,False,29.2,1.6,3.3,58170000.0,64980000.0,0.1171
111,22,4.5,False,47.6,1.7,4.0,63020000.0,67550000.0,0.0719
112,43,21.9,True,2.1,2.7,4.2,70630000.0,77340000.0,0.095
113,31,10.4,True,13.3,4.0,2.4,94000000.0,100830000.0,0.0727
114,56,21.1,False,30.1,4.6,2.7,62180000.0,70150000.0,0.1282
115,44,24.8,False,14.8,1.3,4.4,23540000.0,27780000.0,0.1801
116,26,31.5,False,35.7,2.6,2.5,178290000.0,184140000.0,0.0328
117,32,7.8,False,38.0,1.4,4.2,193810000.0,208590000.0,0.0763
118,32,0.4,False,5.1,1.1,4.8,81480000.0,83780000.0,0.0282
119,43,5.2,False,25.7,3.6,3.5,80930000.0,91050000.0,0.125
120,30,34.2,False,25.4,3.4,4.0,21280000.0,24380000.0,0.1457
121,49,33.2,False,18.5,1.7,4.2,142450000.0,169000000.0,0.1864
122,56,22.7,False,46.6,1.9,4.4,168580000.0,177980000.0,0.0558
123,49,22.8,True,41.4,1.1,2.6,46390000.0,55210000.0,0.1901
124,21,25.3,False,34.9,4.3,1.2,48740000.0,49360000.0,0.0127
125,47,6.7,False,35.7,4.9,2.6,162210000.0,181770000.0,0.1206
126,54,34.7,False,23.1,1.5,3.7,130930000.0,132430000.0,0.0115
127,40,15.9,False,46.0,1.9,2.8,28070000.0,33090000.0,0.1788
128,56,14.6,False,34.7,4.5,4.0,132060000.0,146050000.0,0.1059
129,32,19.7,False,36.4,4.7,2.4,75610000.0,85730000.0,0.1338
130,46,1.8,False,43.1,2.7,3.5,86370000.0,100730000.0,0.1663
131,53,6.3,False,13.7,1.2,1.7,158550000.0,163320000.0,0.0301
132,30,28.0,False,40.4,1.2,4.0,165970000.0,167250000.0,0.0077
133,49,3.1,False,9.8,3.3,3.2,92060000.0,108240000.0,0.1758
134,24,22.9,False,17.3,2.6,1.8,190490000.0,202490000.0,0.063
135,39,9.3,False,16.8,1.1,2.2,93160000.0,95560000.0,0.0258
136,45,14.8,False,48.9,3.3,4.0,158930000.0,173820000.0,0.0937
137,19,11.0,False,42.8,1.0,2.9,107100000.0,119920000.0,0.1197
138,23,13.5,False,35.1,4.1,1.9,181560000.0,182680000.0,0.0062
139,45,27.3,False,36.4,2.2,4.9,183400000.0,193480000.0,0.055
140,45,11.3,False,28.1,1.2,3.9,35740000.0,35970000.0,0.0064
141,37,21.5,False,47.4,3.4,4.8,188570000.0,204420000.0,0.0841
142,47,18.1,True,24.8,2.6,2.7,168600000.0,198780000.0,0.179
143,28,25.2,True,19.0,4.9,2.9,162440000.0,194360000.0,0.1965
144,45,35.6,False,8.2,3.2,4.6,56160000.0,63320000.0,0.1275
145,42,27.8,False,39.3,2.1,3.1,164920000.0,170250000.0,0.0323
146,56,8.2,False,36.7,3.8,3.8,173020000.0,204370000.0,0.1812
147,50,1.2,False,19.2,2.1,2.0,72050000.0,79490000.0,0.1033
148,18,10.0,False,1.3,4.6,2.8,191410000.0,197300000.0,0.0308
149,44,22.6,False,41.9,2.5,1.5,28970000.0,34310000.0,0.1843
150,30,2.0,False,0.6,3.2,1.8,46980000.0,54100000.0,0.1516
151,20,18.9,False,35.2,1.2,1.0,116760000.0,133850000.0,0.1464
152,56,22.7,False,48.5,2.7,1.2,123640000.0,141180000.0,0.1419
153,23,12.7,False,21.9,4.3,4.9,136130000.0,141580000.0,0.04
154,25,29.3,False,11.7,4.2,2.0,23050000.0,24020000.0,0.0421
155,44,4.1,False,35.2,1.9,3.7,192870000.0,219420000.0,0.1377
156,26,2.9,False,40.9,1.9,4.4,28030000.0,29260000.0,0.0439
157,54,27.7,False,27.3,4.3,3.2,45750000.0,49760000.0,0.0877
158,50,18.8,True,48.4,4.7,1.6,22520000.0,26040000.0,0.1563
159,41,26.2,False,2.6,1.4,3.9,122030000.0,141160000.0,0.1568
160,32,16.5,False,25.2,2.8,3.4,187810000.0,204840000.0,0.0907
161,49,9.4,False,35.9,2.3,3.9,139870000.0,162030000.0,0.1584
162,49,31.1,False,43.1,4.5,4.1,168080000.0,196270000.0,0.1677
163,41,30.4,False,9.0,1.3,4.9,22390000.0,25320000.0,0.1309
164,29,26.4,False,40.0,1.8,3.3,117560000.0,122930000.0,0.0457
165,56,10.3,False,27.6,4.0,2.4,102720000.0,108350000.0,0.0548
166,19,22.4,False,19.8,1.2,3.6,109810000.0,116720000.0,0.0629
167,20,13.7,False,6.6,3.0,1.3,33000000.0,33770000.0,0.0233
168,54,3.5,False,43.3,2.8,4.6,143200000.0,151020000.0,0.0546
169,34,34.9,False,7.9,2.3,1.5,110580000.0,115210000.0,0.0419
170,19,5.2,True,15.5,2.6,2.3,157730000.0,172090000.0,0.091
171,19,36.1,True,14.5,3.1,4.3,107350000.0,126850000.0,0.1816
172,45,16.9,False,43.6,1.6,3.4,46890000.0,47870000.0,0.0209
173,40,7.0,False,33.6,3.3,2.6,136690000.0,156380000.0,0.144
174,54,20.6,False,39.8,4.2,2.9,51030000.0,58040000.0,0.1374
175,49,33.2,False,12.5,4.0,4.4,177030000.0,180420000.0,0.0191
176,50,27.8,False,31.2,1.6,2.4,130360000.0,154410000.0,0.1845
177,18,30.6,False,28.6,1.6,4.5,48300000.0,53790000.0,0.1137
178,36,25.0,False,41.6,2.1,1.4,193220000.0,207280000.0,0.0728
179,19,26.3,False,45.3,2.4,4.1,113310000.0,130450000.0,0.1513
180,43,32.3,False,0.6,2.6,4.4,33120000.0,34820000.0,0.0513
181,49,9.5,True,33.7,3.7,1.7,132830000.0,151250000.0,0.1387
182,23,18.6,False,2.6,1.2,2.7,65580000.0,66100000.0,0.0079
183,49,8.4,True,27.4,1.1,1.7,164660000.0,192300000.0,0.1679
184,21,37.5,True,14.4,2.6,3.8,167210000.0,182200000.0,0.0896
185,28,35.9,False,15.3,3.8,3.1,196210000.0,221200000.0,0.1274
186,34,1.5,False,17.6,1.8,3.5,110340000.0,115220000.0,0.0442
187,55,26.8,False,31.1,3.6,1.8,101890000.0,115690000.0,0.1354
188,41,35.2,False,16.7,2.0,1.8,155630000.0,179670000.0,0.1545
189,22,6.9,False,36.6,4.5,1.2,43840000.0,47990000.0,0.0947
190,51,21.6,False,20.2,4.6,2.3,118440000.0,133070000.0,0.1235
191,23,34.8,True,3.4,2.2,3.2,118320000.0,129120000.0,0.0913
192,39,1.3,False,39.2,1.9,4.4,36110000.0,42570000.0,0.1789
193,28,26.5,False,14.3,2.6,3.7,95240000.0,104720000.0,0.0995
194,33,11.3,False,21.6,2.0,2.7,173590000.0,202820000.0,0.1684
195,50,35.1,False,34.3,3.7,4.8,174110000.0,202010000.0,0.1602
196,26,36.9,True,16.6,4.3,3.9,37860000.0,40970000.0,0.0821
197,23,35.9,False,2.8,3.7,4.7,36330000.0,38000000.0,0.046
198,33,18.0,False,18.7,4.3,3.1,67290000.0,72760000.0,0.0813
199,46,32.8,False,47.2,2.6,2.0,177460000.0,206780000.0,0.1652
200,20,32.1,False,32.1,1.6,1.2,43200000.0,45170000.0,0.0456
201,37,12.1,False,33.6,4.0,3.9,149600000.0,165290000.0,0.1049
202,53,31.5,False,31.6,2.4,1.5,38210000.0,44370000.0,0.1612
203,36,1.4,False,9.9,3.7,2.2,132160000.0,141500000.0,0.0707
204,43,22.7,False,20.9,2.1,3.1,84090000.0,94890000.0,0.1284
205,20,8.7,False,37.5,1.3,3.3,162000000.0,169960000.0,0.0491
206,36,4.6,False,5.1,5.0,3.4,62060000.0,63420000.0,0.0219
207,37,2.9,False,13.9,1.6,1.7,135060000.0,156520000.0,0.1589
208,49,26.5,False,13.8,5.0,2.5,62420000.0,63660000.0,0.0199
209,24,12.9,False,21.6,4.9,3.5,148460000.0,156520000.0,0.0543
210,50,27.5,False,49.0,4.2,4.9,177260000.0,207580000.0,0.171
211,56,2.5,False,3.4,3.6,3.9,42820000.0,45790000.0,0.0694
212,35,12.0,False,25.9,3.3,4.7,175990000.0,210240000.0,0.1946
213,18,20.5,False,9.0,4.5,4.0,126840000.0,151690000.0,0.1959
214,28,30.0,False,48.5,2.2,3.4,42880000.0,45180000.0,0.0536
215,45,12.1,False,5.7,2.9,1.8,96960000.0,97750000.0,0.0081
216,42,23.8,False,20.2,3.5,3.7,48950000.0,55850000.0,0.141
217,40,33.7,False,36.9,2.6,3.5,146060000.0,159230000.0,0.0902
218,48,23.4,False,35.2,2.7,3.4,156600000.0,159760000.0,0.0202
219,47,8.9,True,21.1,2.3,3.0,39040000.0,44560000.0,0.1414
220,52,0.9,False,17.3,3.3,3.1,111110000.0,111800000.0,0.0062
221,24,33.1,False,19.9,4.4,2.3,166630000.0,195630000.0,0.174
222,33,0.8,True,13.2,1.8,3.1,188510000.0,193740000.0,0.0277
223,43,33.2,False,10.3,4.7,1.8,112430000.0,115290000.0,0.0254
224,19,20.1,False,24.2,3.8,4.2,191050000.0,197760000.0,0.0351
225,18,35.7,False,13.4,4.3,1.7,116420000.0,138780000.0,0.1921
226,29,30.4,False,14.4,3.2,1.3,90950000.0,103560000.0,0.1386
227,22,37.9,False,32.8,4.1,2.7,172680000.0,200360000.0,0.1603
228,54,13.3,False,48.4,1.1,3.6,108740000.0,117390000.0,0.0795
229,49,29.2,False,30.2,4.3,2.8,104940000.0,112000000.0,0.0673
230,26,15.3,False,3.8,1.2,2.1,108260000.0,113340000.0,0.0469
231,52,18.2,False,3.8,4.6,3.2,172420000.0,188990000.0,0.0961
232,36,23.8,False,47.6,5.0,2.4,169750000.0,188480000.0,0.1103
233,33,33.2,True,14.9,2.2,4.7,92630000.0,104330000.0,0.1263
234,20,37.4,False,4.6,1.8,4.7,79990000.0,84100000.0,0.0514
235,37,29.2,False,30.0,4.1,3.0,108550000.0,129150000.0,0.1898
236,41,15.9,False,31.2,2.0,2.3,123100000.0,127280000.0,0.034
237,50,16.0,True,32.4,4.5,3.9,62900000.0,75050000.0,0.1932
238,41,28.0,False,13.4,1.4,1.1,162910000.0,163390000.0,0.0029
239,28,9.1,False,0.8,1.5,2.9,107570000.0,117920000.0,0.0962
240,25,4.2,False,48.3,4.9,2.3,80130000.0,85470000.0,0.0666
241,53,13.5,False,12.5,3.7,4.7,39230000.0,42750000.0,0.0897
242,55,10.9,False,33.8,4.4,1.0,62990000.0,70180000.0,0.1141
243,37,11.3,False,35.3,2.3,3.2,190870000.0,207500000.0,0.0871
244,52,8.9,False,30.5,3.7,4.0,74920000.0,81140000.0,0.083
245,42,1.6,False,15.6,3.4,2.9,50390000.0,57770000.0,0.1465
246,52,0.7,False,13.6,3.4,1.3,102920000.0,117040000.0,0.1372
247,42,37.5,False,29.9,3.7,4.9,75280000.0,87830000.0,0.1667
248,46,16.3,False,43.3,3.3,3.1,26330000.0,27650000.0,0.0501
249,35,14.6,False,47.3,2.7,3.5,78170000.0,87700000.0,0.1219
250,35,25.8,False,5.3,2.1,1.9,117940000.0,131740000.0,0.117
251,19,8.3,False,7.7,4.1,2.9,119310000.0,128130000.0,0.0739
252,52,36.1,False,47.2,1.9,2.7,84180000.0,92360000.0,0.0972
253,33,29.9,True,36.8,3.8,1.3,100510000.0,106820000.0,0.0628
254,53,3.4,True,44.1,1.9,1.4,193790000.0,199290000.0,0.0284
255,50,15.9,False,10.1,3.5,4.3,87920000.0,91680000.0,0.0428
256,21,33.4,False,29.4,4.0,2.0,66480000.0,67880000.0,0.0211
257,50,35.9,False,35.1,1.9,1.8,63820000.0,72540000.0,0.1366
258,31,17.8,False,34.0,1.2,3.0,102400000.0,115930000.0,0.1321
259,38,23.3,False,20.4,1.5,4.1,156710000.0,186500000.0,0.1901
260,37,6.3,False,0.8,3.4,1.2,57080000.0,65410000.0,0.1459
261,25,37.7,False,29.1,4.4,3.3,147670000.0,149210000.0,0.0104
262,24,8.8,False,12.7,1.2,1.5,23810000.0,28020000.0,0.1768
263,20,35.8,False,22.5,3.9,1.1,95410000.0,111870000.0,0.1725
264,34,24.7,False,47.9,2.4,1.2,159660000.0,173820000.0,0.0887
265,50,23.1,False,20.0,2.9,4.3,80970000.0,90460000.0,0.1172
266,29,19.5,False,42.0,4.7,1.5,121470000.0,145180000.0,0.1952
267,39,8.8,False,9.4,2.3,1.2,56900000.0,62960000.0,0.1065
268,39,6.7,False,33.6,2.9,2.8,153560000.0,181360000.0,0.181
269,47,8.4,False,48.9,1.1,4.4,29410000.0,29900000.0,0.0167
270,55,7.1,False,5.1,1.3,2.0,173460000.0,180090000.0,0.0382
271,55,29.6,False,0.4,2.0,2.7,55680000.0,60590000.0,0.0882
272,25,13.3,False,21.7,1.1,1.2,177390000.0,198140000.0,0.117
273,44,2.2,False,4.6,3.5,2.8,83460000.0,97080000.0,0.1632
274,44,36.8,False,37.4,2.7,3.3,150080000.0,179740000.0,0.1976
275,51,33.6,False,45.7,3.2,3.3,77460000.0,83480000.0,0.0777
276,38,35.3,False,21.7,1.7,2.3,183060000.0,184800000.0,0.0095
277,47,37.8,False,12.9,2.2,2.3,42790000.0,49650000.0,0.1603
278,50,6.6,False,21.7,3.7,1.4,52130000.0,58430000.0,0.1209
279,45,15.1,False,36.2,4.9,2.5,108750000.0,113070000.0,0.0397
280,50,28.8,False,0.5,1.2,1.4,34750000.0,38190000.0,0.099
281,22,26.4,False,29.5,4.6,4.1,55280000.0,63490000.0,0.1485
282,36,5.8,False,30.7,3.3,4.9,189880000.0,219140000.0,0.1541
283,21,31.0,False,31.9,3.3,4.9,195770000.0,215330000.0,0.0999
284,52,8.5,False,12.1,3.0,4.5,87730000.0,93090000.0,0.0611
285,34,8.5,False,35.7,1.3,3.4,186190000.0,222450000.0,0.1947
286,45,20.4,False,4.6,1.4,3.8,118070000.0,133730000.0,0.1326
287,47,22.5,False,10.0,3.4,2.1,68550000.0,74150000.0,0.0817
288,46,22.0,False,43.9,2.4,3.5,146430000.0,154640000.0,0.0561
289,23,3.5,False,36.9,4.7,2.8,138600000.0,158870000.0,0.1462
290,52,33.3,False,0.7,2.6,2.9,198040000.0,207630000.0,0.0484
291,54,10.1,True,12.4,1.6,4.0,67710000.0,70040000.0,0.0344
292,41,4.9,False,10.7,3.9,2.1,140970000.0,155910000.0,0.106
293,46,33.8,False,13.5,2.2,2.3,29360000.0,31060000.0,0.0579
294,48,36.3,False,12.4,3.1,4.7,40460000.0,45550000.0,0.1258
295,52,32.8,False,3.1,3.8,1.2,20710000.0,21200000.0,0.0237
296,50,30.8,False,22.9,4.6,2.9,199900000.0,226080000.0,0.131
297,38,24.9,False,36.6,4.2,4.7,164410000.0,173730000.0,0.0567
298,49,20.9,False,30.3,3.7,3.4,161610000.0,161620000.0,0.0001
299,40,3.3,False,33.6,3.7,3.2,111750000.0,114590000.0,0.0254
300,50,15.5,False,4.1,4.8,2.0,74010000.0,87830000.0,0.1867
301,20,14.2,False,47.6,2.2,2.4,47230000.0,55420000.0,0.1734
302,35,9.9,False,41.9,1.0,4.4,71240000.0,74570000.0,0.0467
303,42,27.5,False,40.3,2.1,3.2,87670000.0,101320000.0,0.1557
304,48,18.8,True,41.1,1.9,3.1,156140000.0,175140000.0,0.1217
305,20,3.1,False,46.6,3.6,1.4,117140000.0,139890000.0,0.1942
306,41,8.4,False,27.2,3.5,1.1,33950000.0,36490000.0,0.0748
307,49,26.0,False,10.0,3.4,4.9,23250000.0,26420000.0,0.1363
308,39,2.9,False,30.8,1.1,2.5,38420000.0,38910000.0,0.0128
309,40,32.3,True,37.1,3.9,3.4,93890000.0,101330000.0,0.0792
310,19,18.8,False,36.9,2.3,1.3,187970000.0,224200000.0,0.1927
311,44,18.3,False,26.1,3.7,3.7,134730000.0,149250000.0,0.1078
312,19,22.5,False,3.4,3.2,4.7,164330000.0,173790000.0,0.0576
313,43,31.3,False,18.6,2.4,3.3,103950000.0,106450000.0,0.0241
314,34,13.2,False,46.0,1.5,1.5,85100000.0,97070000.0,0.1407
315,50,25.8,False,29.2,1.4,3.3,39510000.0,44610000.0,0.1291
316,26,21.5,False,26.9,4.3,4.1,177670000.0,190960000.0,0.0748
317,56,10.1,False,13.4,4.7,2.6,160970000.0,191580000.0,0.1902
318,46,33.4,False,18.4,3.6,4.5,50260000.0,50480000.0,0.0044
319,43,30.3,False,44.8,1.4,3.6,112210000.0,119030000.0,0.0608
320,52,25.0,False,33.3,2.6,4.6,107730000.0,127580000.0,0.1843
321,42,32.3,False,39.4,3.9,3.5,132520000.0,141030000.0,0.0642
322,41,33.0,False,22.7,4.1,1.5,190310000.0,199910000.0,0.0504
323,30,26.9,False,31.5,1.5,2.2,124360000.0,137650000.0,0.1069
324,24,31.8,False,12.4,1.0,1.8,117240000.0,136560000.0,0.1648
325,53,26.5,False,35.3,3.8,4.6,29060000.0,29660000.0,0.0206
326,37,25.8,False,21.4,2.4,4.0,31320000.0,37230000.0,0.1887
327,18,23.5,False,22.1,2.0,3.7,53720000.0,62260000.0,0.159
328,25,28.6,False,32.5,1.1,2.2,25840000.0,26780000.0,0.0364
329,33,6.0,False,46.8,3.2,1.7,153800000.0,175700000.0,0.1424
330,31,33.5,False,3.2,4.4,4.0,150200000.0,161760000.0,0.077
331,29,33.1,False,41.2,4.8,2.9,44490000.0,48070000.0,0.0805
332,40,1.1,False,14.6,3.3,1.9,170490000.0,197200000.0,0.1567
333,32,31.4,False,22.2,3.1,3.5,47860000.0,57080000.0,0.1926
334,45,4.9,False,1.1,1.3,1.2,74210000.0,76090000.0,0.0253
335,51,12.7,False,15.1,3.2,2.3,64820000.0,70270000.0,0.0841
336,19,28.3,False,25.1,2.5,2.9,87020000.0,95390000.0,0.0962
337,49,6.1,False,2.8,3.4,1.6,65840000.0,70800000.0,0.0753
338,40,31.1,False,24.6,2.6,4.9,108010000.0,115860000.0,0.0727
339,39,31.6,False,46.4,2.0,1.8,93330000.0,94310000.0,0.0105
340,42,19.3,False,5.3,1.4,1.5,197580000.0,224670000.0,0.1371
341,39,0.2,False,38.2,2.3,1.8,30070000.0,32690000.0,0.0871
342,39,10.9,False,20.5,1.4,4.1,45590000.0,47370000.0,0.039
343,23,23.4,False,32.8,1.7,2.7,29510000.0,34330000.0,0.1633
344,32,37.3,True,13.0,4.9,3.3,132650000.0,153940000.0,0.1605
345,54,24.0,False,8.0,2.8,1.1,29810000.0,32710000.0,0.0973
346,50,9.9,False,8.0,3.1,1.1,170560000.0,180740000.0,0.0597
347,25,24.1,False,3.5,4.5,2.8,112150000.0,126460000.0,0.1276
348,22,20.5,False,9.3,5.0,4.3,114860000.0,121480000.0,0.0576
349,56,29.6,False,33.2,3.3,4.5,121090000.0,126810000.0,0.0472
350,21,4.1,False,44.1,4.2,1.3,50750000.0,58160000.0,0.146
351,23,28.9,False,40.7,2.3,3.2,55580000.0,56030000.0,0.0081
352,49,20.6,False,34.3,2.2,4.7,77390000.0,78860000.0,0.019
353,47,36.6,False,5.5,2.6,2.6,126830000.0,127000000.0,0.0013
354,52,13.0,False,14.5,3.7,4.3,57820000.0,59590000.0,0.0306
355,33,24.0,True,15.5,3.7,1.5,40940000.0,41500000.0,0.0137
